Satisfied,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Seat_Comfort,Catering,Cleanliness,Online_Support,Onboard_Service,Travel_Distance(km),delay(seconds),num_sat,ID
yes,M,35,Middle,loyal,biz,regular,Good,Acceptable,Acceptable,Good,Acceptable,157,0,1,98890197
no,M,29,Young Adult,infrequent,biz,premium,Poor,Poor,Poor,Good,Good,78,0,0,98890200
yes,M,44,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,200,0,1,98890201
no,M,20,Young Adult,infrequent,biz,premium,Poor,Poor,Poor,Good,Poor,153,0,0,98890202
yes,M,43,Middle,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,87,45,1,98890203
no,M,36,Middle,loyal,biz,premium,Poor,Acceptable,Poor,Good,Poor,119,16,0,98890204
yes,F,41,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Good,119,38,1,98890206
no,F,22,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Good,Poor,212,20,0,98890209
no,M,20,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Poor,Poor,227,0,0,98890210
no,M,40,Middle,infrequent,biz,regular,Acceptable,Acceptable,Acceptable,Poor,Poor,130,206,0,98890212
no,M,36,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Acceptable,Good,182,121,0,98890213
yes,M,20,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Acceptable,221,0,1,98890216
yes,F,28,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,200,2,1,98890217
yes,M,48,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,174,4,1,98890218
no,F,20,Young Adult,loyal,biz,regular,Good,Acceptable,Acceptable,Good,Poor,420,0,0,98890220
yes,F,30,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,405,1,1,98890221
no,F,25,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Acceptable,Poor,202,0,0,98890223
no,M,22,Young Adult,infrequent,biz,premium,Acceptable,Poor,Good,Acceptable,Good,165,250,0,98890224
no,M,52,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Poor,Acceptable,219,0,0,98890225
yes,M,48,Upper Age,loyal,biz,regular,Good,Good,Poor,Acceptable,Acceptable,176,0,1,98890226
yes,M,32,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Poor,444,0,1,98890227
no,M,26,Young Adult,infrequent,biz,regular,Good,Good,Acceptable,Good,Acceptable,210,46,0,98890228
no,M,51,Upper Age,loyal,pers,regular,Poor,Poor,Good,Acceptable,Good,162,0,0,98890229
no,M,65,Elder,loyal,pers,premium,Poor,Poor,Poor,Poor,Good,372,0,0,98890231
no,M,35,Middle,infrequent,biz,premium,Poor,Acceptable,Acceptable,Good,Poor,192,0,0,98890232
yes,M,39,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,335,218,1,98890233
no,F,34,Middle,loyal,biz,premium,Acceptable,Good,Acceptable,Poor,Acceptable,141,117,0,98890234
no,F,79,Elder,loyal,biz,regular,Poor,Poor,Poor,Poor,Poor,191,0,0,98890235
no,F,67,Elder,loyal,biz,regular,Poor,Good,Poor,Poor,Poor,233,170,0,98890236
no,M,36,Middle,loyal,pers,regular,Poor,Acceptable,Acceptable,Acceptable,Acceptable,62,2,0,98890240
yes,M,66,Elder,loyal,biz,regular,Good,Good,Good,Good,Good,259,0,1,98890242
no,M,30,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Good,Good,193,0,0,98890243
no,F,30,Middle,loyal,biz,regular,Acceptable,Poor,Good,Acceptable,Good,154,0,0,98890245
yes,M,54,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,328,3,1,98890246
yes,M,67,Elder,loyal,biz,regular,Good,Good,Good,Good,Good,360,0,1,98890248
no,M,30,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Poor,270,29,0,98890249
no,M,52,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Poor,219,33,0,98890250
no,F,36,Middle,infrequent,biz,regular,Poor,Poor,Good,Good,Poor,167,42,0,98890252
no,M,20,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Good,Good,169,87,0,98890254
yes,M,47,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,186,9,1,98890262
yes,F,55,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Good,234,0,1,98890264
no,F,24,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Poor,Good,155,53,0,98890268
no,M,41,Middle,loyal,biz,regular,Poor,Poor,Good,Acceptable,Good,60,35,0,98890270
yes,F,56,Upper Age,loyal,pers,regular,Good,Good,Good,Good,Good,58,124,1,98890272
yes,M,52,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,367,0,1,98890275
no,M,57,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,146,140,0,98890280
yes,F,65,Elder,loyal,pers,premium,Poor,Poor,Good,Good,Good,151,0,1,98890282
no,M,60,Elder,loyal,biz,premium,Poor,Good,Good,Poor,Poor,151,19,0,98890283
no,M,41,Middle,loyal,biz,premium,Poor,Good,Acceptable,Poor,Good,252,136,0,98890284
no,F,31,Middle,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Good,324,0,0,98890285
yes,M,52,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Poor,Good,240,0,1,98890286
no,F,29,Young Adult,loyal,biz,premium,Poor,Poor,Good,Poor,Good,331,0,0,98890288
yes,M,19,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Good,191,0,1,98890289
no,M,26,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Good,Good,158,3,0,98890294
no,M,58,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,143,7,0,98890298
no,F,22,Young Adult,infrequent,biz,regular,Good,Good,Poor,Good,Poor,235,10,0,98890300
yes,M,24,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Poor,116,0,1,98890301
yes,F,47,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,143,59,1,98890305
yes,F,45,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,97,21,1,98890310
yes,M,57,Upper Age,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,53,6,1,98890311
no,F,34,Middle,infrequent,biz,regular,Acceptable,Acceptable,Acceptable,Good,Poor,162,17,0,98890312
yes,M,42,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,145,8,1,98890314
no,F,44,Middle,infrequent,biz,premium,Poor,Poor,Poor,Good,Poor,232,24,0,98890316
no,M,38,Middle,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Poor,99,0,0,98890317
no,M,42,Middle,loyal,biz,premium,Good,Acceptable,Good,Good,Good,308,137,0,98890318
yes,F,51,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,72,0,1,98890319
yes,M,47,Upper Age,infrequent,biz,regular,Good,Good,Good,Good,Good,129,0,1,98890321
yes,M,39,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,392,0,1,98890322
yes,F,32,Middle,loyal,pers,premium,Poor,Poor,Acceptable,Good,Acceptable,171,0,1,98890323
no,M,39,Middle,loyal,pers,premium,Poor,Acceptable,Good,Good,Good,150,11,0,98890325
no,F,22,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Good,Good,255,0,0,98890326
no,M,54,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Poor,Good,Poor,256,0,0,98890327
no,M,29,Young Adult,loyal,biz,regular,Poor,Poor,Acceptable,Poor,Poor,310,0,0,98890328
yes,F,19,Young Adult,loyal,pers,regular,Good,Good,Good,Acceptable,Good,92,0,1,98890334
yes,M,30,Middle,infrequent,biz,regular,Poor,Poor,Poor,Good,Acceptable,273,12,1,98890338
no,M,57,Upper Age,loyal,pers,premium,Good,Good,Good,Acceptable,Acceptable,168,4,0,98890341
yes,F,35,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,300,6,1,98890342
yes,F,40,Middle,loyal,biz,regular,Acceptable,Good,Poor,Acceptable,Good,192,0,1,98890345
yes,F,32,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Acceptable,361,4,1,98890346
yes,F,19,Young Adult,loyal,pers,premium,Poor,Poor,Good,Poor,Acceptable,172,0,1,98890347
yes,F,45,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,92,20,1,98890348
no,M,58,Upper Age,loyal,biz,regular,Poor,Good,Acceptable,Poor,Poor,312,16,0,98890350
no,F,42,Middle,loyal,biz,regular,Poor,Acceptable,Poor,Good,Poor,118,30,0,98890351
no,F,49,Upper Age,loyal,pers,premium,Good,Good,Good,Good,Good,72,0,0,98890353
no,F,62,Elder,loyal,pers,regular,Good,Good,Poor,Good,Poor,84,0,0,98890354
yes,M,46,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,89,0,1,98890355
yes,F,33,Middle,loyal,pers,regular,Poor,Poor,Good,Good,Good,219,46,1,98890356
yes,M,27,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Acceptable,180,8,1,98890357
yes,F,23,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Acceptable,202,0,1,98890358
yes,M,57,Upper Age,loyal,pers,regular,Good,Good,Poor,Poor,Acceptable,277,0,1,98890359
no,F,55,Upper Age,loyal,biz,premium,Poor,Good,Poor,Poor,Poor,390,9,0,98890360
no,M,33,Middle,loyal,biz,premium,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,140,0,0,98890364
no,M,23,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Acceptable,195,171,0,98890365
yes,F,44,Middle,loyal,pers,regular,Good,Good,Good,Good,Good,170,0,1,98890366
yes,F,36,Middle,loyal,pers,premium,Acceptable,Good,Poor,Acceptable,Acceptable,174,75,1,98890368
no,M,45,Middle,loyal,pers,regular,Poor,Poor,Good,Poor,Acceptable,294,4,0,98890370
yes,M,42,Middle,loyal,pers,regular,Good,Good,Good,Good,Acceptable,193,41,1,98890372
yes,F,39,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,161,0,1,98890374
yes,F,57,Upper Age,loyal,biz,premium,Good,Poor,Good,Acceptable,Good,111,0,1,98890381
no,M,19,Young Adult,loyal,pers,premium,Good,Good,Good,Good,Acceptable,158,20,0,98890382
yes,F,46,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,90,0,1,98890384
yes,F,34,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,164,2,1,98890394
no,F,47,Upper Age,loyal,biz,regular,Poor,Good,Poor,Acceptable,Poor,84,23,0,98890395
yes,F,23,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Good,146,0,1,98890399
no,F,50,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Poor,Acceptable,107,0,0,98890400
no,F,65,Elder,infrequent,biz,regular,Poor,Poor,Poor,Poor,Poor,174,0,0,98890401
no,M,56,Upper Age,loyal,pers,premium,Poor,Poor,Good,Acceptable,Good,197,41,0,98890403
yes,F,40,Middle,loyal,biz,premium,Good,Poor,Poor,Good,Acceptable,210,73,1,98890405
no,F,47,Upper Age,loyal,biz,regular,Poor,Poor,Poor,Acceptable,Poor,163,44,0,98890409
yes,F,40,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,390,6,1,98890411
no,M,64,Elder,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,249,2,0,98890413
no,M,22,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Poor,Poor,264,0,0,98890418
yes,F,25,Young Adult,loyal,biz,premium,Acceptable,Good,Good,Good,Good,269,10,1,98890420
yes,F,21,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Good,132,0,1,98890421
yes,M,59,Upper Age,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,92,13,1,98890422
yes,M,47,Upper Age,loyal,biz,regular,Poor,Good,Good,Good,Good,241,82,1,98890423
no,F,40,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Good,Good,190,0,0,98890426
yes,M,42,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,362,0,1,98890427
no,M,53,Upper Age,loyal,pers,regular,Poor,Poor,Acceptable,Acceptable,Acceptable,117,0,0,98890430
yes,M,29,Young Adult,loyal,biz,premium,Good,Good,Good,Good,Acceptable,441,0,1,98890431
yes,F,47,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,207,54,1,98890432
yes,F,38,Middle,loyal,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,274,4,1,98890434
yes,F,37,Middle,infrequent,biz,regular,Good,Good,Good,Poor,Good,206,0,1,98890438
no,F,38,Middle,loyal,biz,regular,Acceptable,Good,Acceptable,Good,Acceptable,129,0,0,98890441
yes,M,61,Elder,loyal,pers,regular,Good,Good,Good,Poor,Good,159,0,1,98890442
yes,F,28,Young Adult,loyal,biz,regular,Good,Good,Poor,Good,Good,258,1,1,98890443
no,M,26,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Poor,Acceptable,203,0,0,98890444
yes,F,38,Middle,loyal,pers,premium,Poor,Poor,Acceptable,Acceptable,Poor,90,6,1,98890445
no,M,36,Middle,loyal,pers,regular,Good,Good,Good,Poor,Good,266,58,0,98890447
no,M,61,Elder,loyal,pers,premium,Good,Good,Good,Poor,Acceptable,221,17,0,98890448
no,F,42,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Acceptable,Acceptable,378,4,0,98890449
no,M,35,Middle,loyal,pers,premium,Acceptable,Acceptable,Good,Acceptable,Good,115,123,0,98890450
no,M,49,Upper Age,infrequent,biz,regular,Acceptable,Acceptable,Good,Good,Poor,315,61,0,98890451
yes,F,45,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,321,206,1,98890452
yes,F,33,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,110,71,1,98890453
yes,M,52,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,110,0,1,98890454
yes,F,29,Young Adult,infrequent,biz,regular,Good,Good,Good,Poor,Good,231,0,1,98890455
no,F,27,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,222,0,0,98890457
yes,M,44,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,188,0,1,98890458
no,F,33,Middle,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Acceptable,197,0,0,98890462
yes,F,42,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Good,Acceptable,151,21,1,98890466
yes,M,50,Upper Age,infrequent,biz,premium,Good,Good,Good,Poor,Good,203,0,1,98890467
no,F,47,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Acceptable,Acceptable,268,0,0,98890470
yes,M,32,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,206,1,1,98890471
no,F,56,Upper Age,loyal,biz,regular,Good,Acceptable,Good,Acceptable,Good,52,12,0,98890474
yes,F,43,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Good,59,0,1,98890479
no,M,42,Middle,loyal,biz,regular,Acceptable,Good,Good,Good,Acceptable,218,2,0,98890484
yes,M,33,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,188,0,1,98890488
no,F,54,Upper Age,infrequent,biz,regular,Poor,Poor,Poor,Poor,Good,180,0,0,98890491
yes,M,42,Middle,loyal,biz,premium,Good,Good,Poor,Good,Poor,221,0,1,98890503
yes,F,56,Upper Age,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,330,129,1,98890505
no,M,52,Upper Age,loyal,biz,regular,Poor,Good,Good,Acceptable,Poor,118,12,0,98890507
no,M,44,Middle,loyal,biz,premium,Acceptable,Good,Good,Acceptable,Good,218,4,0,98890508
no,M,74,Elder,loyal,biz,regular,Poor,Acceptable,Acceptable,Poor,Poor,148,0,0,98890510
yes,M,38,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Good,310,18,1,98890511
yes,M,55,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,256,8,1,98890512
yes,F,35,Middle,loyal,pers,premium,Good,Acceptable,Good,Poor,Good,194,18,1,98890513
no,M,26,Young Adult,loyal,biz,premium,Poor,Poor,Poor,Poor,Poor,183,3,0,98890514
no,M,60,Elder,loyal,biz,regular,Acceptable,Good,Acceptable,Poor,Acceptable,210,121,0,98890515
yes,M,25,Young Adult,loyal,biz,regular,Good,Acceptable,Poor,Acceptable,Good,294,2,1,98890517
yes,F,28,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Good,187,0,1,98890518
no,M,29,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Poor,Poor,251,9,0,98890520
yes,F,29,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Good,230,0,1,98890521
yes,M,44,Middle,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,186,0,1,98890522
yes,M,47,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,274,0,1,98890524
yes,F,19,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,154,49,1,98890525
yes,M,57,Upper Age,loyal,pers,regular,Poor,Poor,Poor,Good,Poor,116,0,1,98890526
no,M,29,Young Adult,loyal,biz,premium,Poor,Acceptable,Acceptable,Poor,Poor,203,4,0,98890527
yes,F,36,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,154,0,1,98890529
yes,M,72,Elder,infrequent,biz,premium,Good,Good,Acceptable,Poor,Acceptable,197,0,1,98890530
no,M,32,Middle,loyal,biz,regular,Good,Poor,Acceptable,Good,Poor,288,17,0,98890534
no,F,26,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Poor,Good,240,0,0,98890540
yes,M,62,Elder,loyal,pers,regular,Good,Acceptable,Poor,Poor,Good,262,0,1,98890541
yes,F,22,Young Adult,infrequent,biz,regular,Poor,Poor,Poor,Poor,Acceptable,190,3,1,98890543
yes,F,21,Young Adult,loyal,pers,premium,Good,Poor,Acceptable,Good,Poor,149,0,1,98890544
yes,F,42,Middle,loyal,biz,premium,Poor,Good,Good,Good,Good,238,0,1,98890545
yes,M,49,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,106,3,1,98890547
yes,F,52,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,182,3,1,98890554
yes,F,49,Upper Age,loyal,biz,regular,Good,Acceptable,Good,Poor,Good,56,9,1,98890555
yes,F,45,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,203,0,1,98890556
no,F,28,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Good,Good,Acceptable,187,0,0,98890557
no,M,59,Upper Age,infrequent,biz,premium,Poor,Poor,Good,Good,Poor,177,0,0,98890563
yes,F,61,Elder,loyal,pers,regular,Poor,Poor,Good,Acceptable,Good,187,0,1,98890565
no,M,50,Upper Age,loyal,biz,premium,Acceptable,Good,Good,Acceptable,Good,139,0,0,98890566
yes,M,39,Middle,loyal,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,154,24,1,98890567
no,F,20,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Good,Poor,223,124,0,98890571
yes,F,28,Young Adult,loyal,pers,premium,Poor,Poor,Good,Poor,Acceptable,219,0,1,98890572
yes,F,28,Young Adult,loyal,biz,regular,Good,Good,Poor,Good,Poor,239,0,1,98890575
no,M,65,Elder,loyal,pers,premium,Acceptable,Acceptable,Good,Good,Acceptable,129,16,0,98890579
no,F,52,Upper Age,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,98,0,0,98890580
no,M,45,Middle,loyal,pers,regular,Good,Good,Good,Poor,Good,217,121,0,98890586
yes,M,43,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,361,5,1,98890587
no,M,59,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Poor,184,0,0,98890591
yes,F,34,Middle,loyal,biz,regular,Poor,Poor,Good,Acceptable,Poor,138,0,1,98890592
no,M,38,Middle,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Good,188,15,0,98890595
yes,M,39,Middle,loyal,biz,premium,Good,Poor,Poor,Good,Good,139,40,1,98890598
no,F,49,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Good,Acceptable,213,26,0,98890599
no,M,40,Middle,loyal,pers,premium,Acceptable,Acceptable,Good,Acceptable,Acceptable,303,0,0,98890601
yes,F,38,Middle,loyal,biz,regular,Good,Good,Good,Acceptable,Good,244,0,1,98890605
yes,M,28,Young Adult,loyal,biz,premium,Poor,Poor,Good,Acceptable,Acceptable,214,51,1,98890609
no,M,36,Middle,loyal,biz,regular,Poor,Acceptable,Poor,Acceptable,Poor,292,0,0,98890611
no,M,58,Upper Age,loyal,pers,regular,Poor,Poor,Good,Poor,Good,196,4,0,98890612
no,M,42,Middle,loyal,biz,premium,Acceptable,Good,Acceptable,Good,Acceptable,187,0,0,98890613
yes,M,39,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,159,2,1,98890614
no,M,20,Young Adult,loyal,pers,regular,Good,Good,Acceptable,Poor,Poor,203,2,0,98890615
yes,M,50,Upper Age,loyal,biz,regular,Good,Good,Poor,Acceptable,Poor,60,0,1,98890616
no,M,49,Upper Age,loyal,pers,regular,Acceptable,Good,Acceptable,Poor,Poor,222,0,0,98890617
yes,M,34,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,139,4,1,98890618
yes,F,53,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,173,19,1,98890619
no,M,59,Upper Age,loyal,biz,regular,Poor,Acceptable,Good,Poor,Poor,261,199,0,98890621
no,M,20,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Good,Acceptable,293,11,0,98890622
no,M,44,Middle,loyal,biz,premium,Poor,Poor,Acceptable,Poor,Poor,150,0,0,98890625
yes,F,56,Upper Age,loyal,biz,premium,Good,Poor,Good,Good,Good,84,0,1,98890626
no,M,20,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Good,257,2,0,98890627
yes,F,41,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Poor,Good,70,0,1,98890630
yes,M,43,Middle,loyal,biz,premium,Good,Poor,Good,Good,Good,365,0,1,98890631
no,F,23,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Poor,392,6,0,98890632
no,F,31,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Acceptable,Good,319,15,0,98890635
yes,M,30,Middle,loyal,biz,premium,Good,Good,Good,Acceptable,Good,284,0,1,98890636
yes,F,28,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,222,109,1,98890637
yes,F,60,Elder,loyal,biz,regular,Poor,Poor,Good,Good,Good,284,1,1,98890638
no,M,56,Upper Age,loyal,pers,regular,Poor,Poor,Acceptable,Poor,Acceptable,223,0,0,98890639
no,F,50,Upper Age,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,109,0,0,98890640
yes,M,28,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,454,47,1,98890641
no,F,23,Young Adult,infrequent,biz,regular,Acceptable,Good,Poor,Poor,Poor,186,0,0,98890647
yes,F,38,Middle,infrequent,biz,regular,Good,Good,Poor,Poor,Poor,238,0,1,98890648
yes,M,52,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,345,4,1,98890649
yes,M,42,Middle,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,500,254,1,98890651
yes,M,28,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Good,347,0,1,98890655
yes,M,35,Middle,loyal,biz,regular,Good,Good,Acceptable,Good,Poor,154,85,1,98890658
yes,F,60,Elder,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,64,0,1,98890661
no,M,32,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Poor,Poor,185,47,0,98890662
no,M,37,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Poor,Acceptable,260,93,0,98890671
no,F,25,Young Adult,infrequent,biz,regular,Poor,Poor,Poor,Good,Good,178,0,0,98890673
no,F,27,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Good,Good,294,0,0,98890674
yes,M,58,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,72,4,1,98890675
yes,F,31,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,221,7,1,98890676
yes,M,49,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,147,8,1,98890677
yes,M,29,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Good,480,0,1,98890678
yes,F,34,Middle,loyal,biz,premium,Good,Acceptable,Poor,Good,Good,299,0,1,98890684
yes,F,33,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,302,0,1,98890687
no,M,36,Middle,loyal,biz,regular,Good,Poor,Acceptable,Good,Acceptable,122,10,0,98890692
no,M,27,Young Adult,loyal,pers,premium,Poor,Poor,Poor,Poor,Acceptable,188,37,0,98890694
yes,F,48,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,544,184,1,98890697
no,F,30,Middle,loyal,biz,regular,Poor,Acceptable,Good,Poor,Poor,358,64,0,98890699
yes,F,31,Middle,loyal,biz,regular,Good,Acceptable,Good,Good,Good,154,21,1,98890700
yes,F,22,Young Adult,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,275,8,1,98890701
no,M,47,Upper Age,loyal,pers,premium,Good,Good,Acceptable,Good,Poor,246,8,0,98890703
yes,F,20,Young Adult,loyal,pers,premium,Poor,Poor,Poor,Good,Good,106,77,1,98890704
yes,F,33,Middle,loyal,pers,regular,Poor,Poor,Good,Good,Acceptable,245,0,1,98890706
yes,F,41,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,71,4,1,98890707
no,M,36,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Poor,159,22,0,98890710
no,M,22,Young Adult,loyal,biz,regular,Poor,Good,Good,Acceptable,Poor,225,179,0,98890712
no,F,29,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Acceptable,182,0,0,98890713
yes,F,45,Middle,loyal,biz,premium,Poor,Poor,Poor,Good,Poor,396,0,1,98890714
yes,M,40,Middle,loyal,biz,regular,Good,Acceptable,Good,Good,Good,188,0,1,98890715
yes,M,23,Young Adult,infrequent,biz,premium,Good,Good,Good,Poor,Good,194,25,1,98890718
no,M,26,Young Adult,infrequent,biz,regular,Acceptable,Poor,Good,Poor,Acceptable,162,0,0,98890719
yes,F,53,Upper Age,loyal,biz,premium,Good,Good,Poor,Good,Poor,358,0,1,98890721
yes,M,39,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Good,305,44,1,98890723
yes,M,53,Upper Age,loyal,biz,regular,Good,Poor,Good,Good,Good,209,0,1,98890724
no,F,60,Elder,loyal,pers,premium,Good,Good,Good,Good,Good,87,0,0,98890725
no,M,42,Middle,loyal,pers,regular,Poor,Poor,Good,Poor,Poor,164,113,0,98890726
yes,M,30,Middle,loyal,biz,regular,Good,Acceptable,Good,Good,Acceptable,273,0,1,98890727
no,F,36,Middle,infrequent,biz,regular,Acceptable,Poor,Good,Poor,Acceptable,170,3,0,98890728
no,F,24,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Acceptable,Good,214,67,0,98890731
yes,M,52,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Acceptable,Good,332,0,1,98890733
no,M,56,Upper Age,loyal,pers,premium,Poor,Poor,Good,Good,Acceptable,406,1,0,98890734
no,F,18,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Poor,180,14,0,98890735
no,M,26,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Acceptable,Good,202,0,0,98890739
