,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Travel_Distance(km),delay(seconds),ID
83874,F,37,Middle,loyal,pers,premium,113,0,98883875
83875,F,41,Middle,loyal,biz,regular,257,0,98883876
83877,F,33,Middle,infrequent,biz,premium,207,0,98883878
83878,F,58,Upper Age,loyal,biz,regular,299,0,98883879
83880,M,21,Young Adult,loyal,biz,regular,261,0,98883881
83882,M,42,Middle,loyal,biz,regular,201,0,98883883
83884,F,20,Young Adult,loyal,pers,regular,240,84,98883885
83885,M,55,Upper Age,loyal,pers,regular,200,5,98883886
83886,F,40,Middle,loyal,biz,regular,123,0,98883887
83890,M,20,Young Adult,infrequent,biz,regular,108,4,98883891
83895,M,41,Middle,loyal,pers,premium,259,37,98883896
83898,F,56,Upper Age,loyal,biz,premium,82,84,98883899
83899,M,39,Middle,loyal,biz,premium,52,0,98883900
83901,M,39,Middle,loyal,biz,regular,357,2,98883902
83905,F,64,Elder,loyal,biz,regular,228,29,98883906
83906,M,44,Middle,loyal,biz,premium,369,0,98883907
83907,M,51,Upper Age,loyal,biz,premium,356,0,98883908
83911,F,19,Young Adult,infrequent,biz,regular,268,0,98883912
83913,M,29,Young Adult,loyal,biz,regular,153,212,98883914
83917,F,26,Young Adult,infrequent,biz,regular,151,9,98883918
83921,M,69,Elder,loyal,biz,regular,200,0,98883922
83923,F,48,Upper Age,infrequent,biz,premium,164,126,98883924
83927,F,49,Upper Age,loyal,biz,regular,200,0,98883928
83931,M,19,Young Adult,loyal,pers,premium,144,0,98883932
83932,F,39,Middle,loyal,biz,premium,196,0,98883933
83935,F,36,Middle,loyal,pers,regular,121,16,98883936
83938,M,55,Upper Age,loyal,biz,premium,178,25,98883939
83939,M,43,Middle,loyal,biz,regular,221,0,98883940
83940,M,44,Middle,loyal,pers,premium,144,0,98883941
83942,F,20,Young Adult,loyal,pers,regular,167,0,98883943
83948,F,28,Young Adult,loyal,biz,regular,125,2,98883949
83949,F,41,Middle,loyal,biz,regular,295,10,98883950
83950,M,44,Middle,loyal,biz,regular,196,0,98883951
83951,M,54,Upper Age,loyal,biz,premium,149,77,98883952
83952,M,20,Young Adult,infrequent,pers,premium,244,0,98883953
83954,F,46,Upper Age,loyal,biz,premium,98,13,98883955
83955,F,22,Young Adult,infrequent,biz,premium,182,0,98883956
83956,F,79,Elder,loyal,biz,regular,167,0,98883957
83957,F,60,Elder,loyal,pers,regular,91,156,98883958
83960,F,50,Upper Age,loyal,biz,premium,116,0,98883961
83962,M,27,Young Adult,infrequent,biz,premium,164,79,98883963
83964,F,50,Upper Age,loyal,biz,premium,161,0,98883965
83965,F,26,Young Adult,infrequent,biz,regular,256,17,98883966
83966,F,43,Middle,loyal,biz,premium,232,0,98883967
83967,F,20,Young Adult,loyal,biz,premium,192,167,98883968
83969,F,56,Upper Age,loyal,biz,regular,202,43,98883970
83970,F,32,Middle,loyal,biz,premium,408,156,98883971
83972,M,22,Young Adult,infrequent,biz,premium,130,0,98883973
83974,F,24,Young Adult,infrequent,biz,premium,211,2,98883975
83975,F,39,Middle,loyal,biz,premium,377,150,98883976
83976,M,33,Middle,infrequent,biz,regular,111,0,98883977
83979,F,60,Elder,loyal,biz,premium,214,5,98883980
83980,M,40,Middle,loyal,biz,premium,275,0,98883981
83985,M,53,Upper Age,loyal,biz,premium,325,2,98883986
83986,M,26,Young Adult,loyal,biz,regular,197,0,98883987
83987,F,36,Middle,loyal,biz,premium,100,26,98883988
83989,M,26,Young Adult,infrequent,biz,premium,169,14,98883990
83990,M,26,Young Adult,loyal,biz,regular,462,0,98883991
83991,F,49,Upper Age,loyal,biz,premium,80,0,98883992
83994,F,46,Upper Age,loyal,pers,regular,51,2,98883995
83995,F,36,Middle,loyal,pers,regular,212,0,98883996
83996,F,56,Upper Age,loyal,biz,regular,278,0,98883997
83998,M,41,Middle,infrequent,biz,regular,131,0,98883999
83999,F,29,Young Adult,loyal,biz,premium,261,11,98884000
84000,M,35,Middle,loyal,biz,regular,235,7,98884001
84002,F,58,Upper Age,loyal,pers,premium,131,0,98884003
84003,M,44,Middle,loyal,biz,premium,229,4,98884004
84004,M,31,Middle,loyal,biz,regular,309,0,98884005
84005,F,47,Upper Age,loyal,biz,regular,151,0,98884006
84006,F,60,Elder,loyal,biz,premium,366,0,98884007
84007,M,53,Upper Age,loyal,pers,regular,234,167,98884008
84011,M,55,Upper Age,loyal,biz,premium,283,0,98884012
84012,F,34,Middle,loyal,biz,premium,190,0,98884013
84013,M,32,Middle,infrequent,biz,premium,230,0,98884014
84014,M,44,Middle,loyal,biz,regular,248,4,98884015
84017,F,41,Middle,infrequent,biz,regular,227,0,98884018
84018,M,24,Young Adult,loyal,biz,regular,230,0,98884019
84022,M,33,Middle,loyal,biz,premium,484,50,98884023
84023,F,18,Young Adult,infrequent,biz,premium,155,0,98884024
84025,M,27,Young Adult,loyal,biz,premium,82,6,98884026
84026,M,21,Young Adult,infrequent,biz,regular,149,0,98884027
84028,F,33,Middle,loyal,pers,regular,338,0,98884029
84029,F,35,Middle,loyal,pers,premium,239,57,98884030
84031,F,37,Middle,infrequent,biz,regular,131,7,98884032
84033,F,53,Upper Age,loyal,pers,premium,100,0,98884034
84034,F,66,Elder,loyal,pers,premium,116,5,98884035
84035,M,48,Upper Age,infrequent,biz,regular,166,28,98884036
84038,M,60,Elder,loyal,biz,regular,181,1,98884039
84040,M,26,Young Adult,loyal,biz,regular,482,4,98884041
84043,F,26,Young Adult,infrequent,biz,premium,185,0,98884044
84044,F,50,Upper Age,loyal,biz,premium,166,11,98884045
84045,F,67,Elder,loyal,pers,premium,64,12,98884046
84046,F,70,Elder,loyal,pers,premium,76,0,98884047
84050,M,30,Middle,infrequent,biz,regular,306,0,98884051
84053,F,28,Young Adult,loyal,biz,premium,400,262,98884054
84055,M,21,Young Adult,loyal,biz,premium,500,210,98884056
84057,M,49,Upper Age,loyal,biz,regular,263,1,98884058
84060,M,50,Upper Age,loyal,biz,regular,274,25,98884061
84063,M,35,Middle,infrequent,biz,premium,274,59,98884064
84064,F,23,Young Adult,infrequent,biz,premium,195,189,98884065
84065,F,29,Young Adult,loyal,biz,premium,294,25,98884066
84068,F,29,Young Adult,loyal,biz,premium,505,117,98884069
84069,F,54,Upper Age,loyal,biz,regular,153,0,98884070
84073,M,53,Upper Age,loyal,biz,premium,265,0,98884074
84076,M,47,Upper Age,loyal,biz,premium,231,16,98884077
84080,M,27,Young Adult,loyal,biz,regular,189,155,98884081
84081,M,60,Elder,loyal,pers,regular,150,0,98884082
84082,M,26,Young Adult,infrequent,biz,premium,145,11,98884083
84083,M,25,Young Adult,infrequent,biz,regular,265,3,98884084
84085,F,58,Upper Age,loyal,biz,regular,174,12,98884086
84087,F,44,Middle,loyal,biz,regular,89,0,98884088
84088,M,36,Middle,loyal,pers,regular,211,0,98884089
84089,F,36,Middle,loyal,pers,premium,201,0,98884090
84091,F,53,Upper Age,loyal,biz,premium,115,1,98884092
84094,F,20,Young Adult,loyal,pers,regular,158,24,98884095
84095,F,41,Middle,loyal,biz,regular,299,187,98884096
84096,M,41,Middle,infrequent,biz,premium,182,1,98884097
84097,F,25,Young Adult,infrequent,biz,premium,195,0,98884098
84102,M,54,Upper Age,loyal,pers,regular,284,0,98884103
84105,F,49,Upper Age,loyal,biz,regular,79,160,98884106
84108,F,19,Young Adult,loyal,pers,regular,247,0,98884109
84112,M,23,Young Adult,infrequent,biz,regular,120,232,98884113
84113,F,55,Upper Age,loyal,biz,premium,84,0,98884114
84114,M,58,Upper Age,loyal,pers,premium,169,0,98884115
84116,F,61,Elder,loyal,pers,premium,245,0,98884117
84118,M,36,Middle,infrequent,biz,regular,164,149,98884119
84119,M,40,Middle,loyal,biz,regular,273,7,98884120
84122,F,51,Upper Age,loyal,biz,regular,64,1,98884123
84123,M,28,Young Adult,loyal,biz,regular,379,0,98884124
84125,M,63,Elder,loyal,pers,premium,339,0,98884126
84128,M,61,Elder,infrequent,biz,premium,175,163,98884129
84129,M,22,Young Adult,loyal,biz,regular,206,210,98884130
84130,F,22,Young Adult,loyal,biz,premium,214,1,98884131
84131,M,73,Elder,infrequent,biz,regular,178,0,98884132
84132,F,56,Upper Age,loyal,biz,premium,69,0,98884133
84137,M,49,Upper Age,loyal,pers,regular,201,33,98884138
84140,M,39,Middle,loyal,biz,regular,337,0,98884141
84141,M,39,Middle,loyal,biz,premium,352,17,98884142
84142,F,46,Upper Age,loyal,biz,premium,86,9,98884143
84144,M,30,Middle,loyal,biz,regular,496,5,98884145
84145,M,33,Middle,loyal,pers,regular,158,0,98884146
84146,M,20,Young Adult,loyal,pers,premium,201,0,98884147
84147,M,50,Upper Age,infrequent,biz,regular,206,5,98884148
84148,F,27,Young Adult,infrequent,biz,premium,163,2,98884149
84150,F,34,Middle,loyal,pers,premium,73,252,98884151
84151,F,39,Middle,loyal,biz,premium,170,0,98884152
84153,M,18,Young Adult,loyal,biz,premium,454,0,98884154
84154,F,35,Middle,loyal,pers,premium,219,21,98884155
84156,F,32,Middle,loyal,biz,regular,488,0,98884157
84157,F,20,Young Adult,loyal,pers,regular,307,0,98884158
84160,F,36,Middle,loyal,pers,premium,160,15,98884161
84161,M,56,Upper Age,loyal,pers,premium,165,120,98884162
84163,M,58,Upper Age,loyal,biz,premium,340,0,98884164
84166,F,25,Young Adult,infrequent,biz,premium,344,21,98884167
84167,F,49,Upper Age,loyal,biz,regular,106,25,98884168
84168,F,54,Upper Age,loyal,biz,regular,116,0,98884169
84169,M,20,Young Adult,infrequent,biz,premium,162,4,98884170
84172,M,18,Young Adult,infrequent,biz,regular,109,3,98884173
84175,F,44,Middle,loyal,pers,premium,58,0,98884176
84177,F,24,Young Adult,loyal,biz,premium,515,0,98884178
84178,F,60,Elder,loyal,biz,regular,328,0,98884179
84179,M,43,Middle,loyal,biz,premium,378,259,98884180
84182,F,30,Middle,loyal,biz,regular,278,27,98884183
84183,M,26,Young Adult,infrequent,biz,premium,287,51,98884184
84184,F,36,Middle,infrequent,biz,premium,190,0,98884185
84186,F,23,Young Adult,loyal,pers,premium,175,0,98884187
84187,M,27,Young Adult,infrequent,biz,premium,293,0,98884188
84188,F,27,Young Adult,loyal,pers,premium,161,2,98884189
84190,M,29,Young Adult,infrequent,biz,premium,196,8,98884191
84191,M,44,Middle,loyal,biz,regular,356,21,98884192
84192,F,39,Middle,loyal,pers,regular,130,0,98884193
84193,F,42,Middle,loyal,biz,premium,161,4,98884194
84194,M,44,Middle,infrequent,biz,premium,180,0,98884195
84200,F,43,Middle,loyal,biz,premium,313,0,98884201
84201,F,53,Upper Age,loyal,pers,regular,69,0,98884202
84208,F,56,Upper Age,infrequent,biz,regular,173,1,98884209
84211,F,51,Upper Age,loyal,biz,premium,359,0,98884212
84212,M,34,Middle,loyal,pers,premium,165,0,98884213
84213,F,41,Middle,loyal,pers,regular,83,31,98884214
84218,F,22,Young Adult,loyal,pers,regular,282,14,98884219
84220,M,57,Upper Age,loyal,biz,premium,367,240,98884221
84221,F,21,Young Adult,loyal,pers,premium,125,0,98884222
84223,M,24,Young Adult,loyal,biz,premium,155,0,98884224
84225,M,34,Middle,loyal,biz,regular,169,0,98884226
84227,M,52,Upper Age,loyal,pers,premium,248,0,98884228
84229,F,41,Middle,loyal,pers,premium,192,0,98884230
84233,M,37,Middle,loyal,pers,regular,194,56,98884234
84234,F,58,Upper Age,loyal,biz,regular,163,5,98884235
84235,M,41,Middle,loyal,pers,regular,116,0,98884236
84240,M,41,Middle,loyal,biz,premium,220,0,98884241
84241,M,39,Middle,loyal,biz,premium,207,0,98884242
84246,F,36,Middle,loyal,biz,premium,85,66,98884247
84251,M,55,Upper Age,loyal,biz,premium,187,0,98884252
84252,M,40,Middle,loyal,biz,premium,99,0,98884253
84253,F,28,Young Adult,loyal,pers,premium,184,3,98884254
84254,M,41,Middle,loyal,pers,regular,330,44,98884255
84255,F,47,Upper Age,loyal,biz,regular,67,8,98884256
84256,F,58,Upper Age,loyal,pers,regular,71,0,98884257
84257,M,33,Middle,loyal,biz,premium,530,29,98884258
84264,M,27,Young Adult,loyal,biz,regular,152,0,98884265
84265,M,26,Young Adult,loyal,biz,regular,157,24,98884266
84269,M,23,Young Adult,infrequent,biz,premium,197,0,98884270
84270,M,63,Elder,loyal,pers,regular,139,0,98884271
84273,M,22,Young Adult,loyal,pers,regular,265,15,98884274
84274,M,44,Middle,loyal,biz,regular,184,0,98884275
84275,M,39,Middle,loyal,biz,premium,245,48,98884276
84279,F,54,Upper Age,loyal,biz,regular,280,0,98884280
84280,M,27,Young Adult,infrequent,biz,regular,290,0,98884281
84281,F,26,Young Adult,loyal,biz,regular,329,70,98884282
84285,M,26,Young Adult,infrequent,biz,premium,187,4,98884286
84286,F,39,Middle,loyal,biz,regular,140,11,98884287
84288,M,36,Middle,loyal,biz,regular,227,18,98884289
84289,M,50,Upper Age,infrequent,biz,premium,225,0,98884290
84292,F,20,Young Adult,loyal,biz,regular,134,0,98884293
84296,F,42,Middle,infrequent,biz,regular,255,0,98884297
84298,M,47,Upper Age,loyal,biz,premium,154,12,98884299
84299,M,57,Upper Age,loyal,biz,premium,68,0,98884300
84304,M,51,Upper Age,loyal,biz,premium,348,149,98884305
84306,F,24,Young Adult,infrequent,biz,premium,116,1,98884307
84309,F,36,Middle,loyal,pers,premium,242,18,98884310
84311,M,26,Young Adult,loyal,pers,regular,138,74,98884312
84313,M,35,Middle,loyal,pers,premium,159,2,98884314
84317,F,46,Upper Age,loyal,pers,regular,270,14,98884318
84319,M,42,Middle,loyal,pers,regular,278,0,98884320
84323,M,32,Middle,loyal,biz,premium,216,0,98884324
84325,M,28,Young Adult,loyal,biz,premium,498,6,98884326
84328,M,29,Young Adult,infrequent,biz,premium,218,2,98884329
84332,M,56,Upper Age,loyal,pers,premium,223,0,98884333
84333,F,44,Middle,loyal,biz,regular,224,0,98884334
84336,M,18,Young Adult,infrequent,biz,premium,198,0,98884337
84337,M,70,Elder,loyal,biz,regular,431,21,98884338
84338,M,43,Middle,loyal,biz,premium,193,0,98884339
84340,F,27,Young Adult,infrequent,biz,regular,285,0,98884341
84342,F,29,Young Adult,loyal,pers,regular,215,76,98884343
84343,M,36,Middle,infrequent,biz,premium,190,0,98884344
84344,M,26,Young Adult,infrequent,biz,regular,384,6,98884345
84346,F,47,Upper Age,loyal,pers,premium,106,22,98884347
84347,M,58,Upper Age,loyal,biz,premium,188,0,98884348
84349,F,37,Middle,loyal,pers,premium,148,0,98884350
84352,F,45,Middle,loyal,biz,premium,72,0,98884353
84354,M,48,Upper Age,loyal,biz,regular,107,143,98884355
84355,F,39,Middle,loyal,pers,premium,190,197,98884356
84356,M,53,Upper Age,loyal,biz,regular,164,0,98884357
84358,F,21,Young Adult,loyal,biz,regular,356,16,98884359
84361,F,49,Upper Age,loyal,biz,premium,387,0,98884362
84362,M,57,Upper Age,loyal,pers,regular,156,0,98884363
84364,M,36,Middle,loyal,pers,regular,184,13,98884365
84370,M,22,Young Adult,loyal,pers,premium,154,38,98884371
84373,F,61,Elder,infrequent,biz,regular,114,0,98884374
84377,M,65,Elder,loyal,biz,regular,244,3,98884378
84379,F,40,Middle,loyal,biz,premium,160,2,98884380
84382,M,36,Middle,infrequent,biz,premium,123,13,98884383
84385,M,33,Middle,loyal,biz,premium,187,178,98884386
84387,F,30,Middle,infrequent,biz,premium,182,156,98884388
84388,F,35,Middle,loyal,biz,regular,263,229,98884389
84393,M,57,Upper Age,loyal,pers,premium,193,0,98884394
84394,M,64,Elder,loyal,pers,premium,187,0,98884395
84396,F,44,Middle,loyal,biz,premium,294,0,98884397
84397,F,66,Elder,loyal,biz,regular,368,0,98884398
84399,M,31,Middle,loyal,biz,premium,287,4,98884400
84400,M,53,Upper Age,loyal,biz,premium,156,14,98884401
84401,M,30,Middle,loyal,biz,premium,251,194,98884402
84403,M,45,Middle,loyal,biz,regular,219,0,98884404
84404,F,23,Young Adult,infrequent,biz,regular,114,29,98884405
84406,M,47,Upper Age,loyal,biz,premium,192,57,98884407
84407,M,39,Middle,loyal,biz,regular,324,37,98884408
84408,F,65,Elder,loyal,biz,premium,228,4,98884409
84412,M,26,Young Adult,loyal,pers,premium,208,0,98884413
84413,M,22,Young Adult,infrequent,biz,premium,207,20,98884414
84414,F,38,Middle,infrequent,biz,premium,179,0,98884415
84415,F,59,Upper Age,loyal,biz,premium,175,12,98884416
84427,F,25,Young Adult,infrequent,biz,regular,107,1,98884428
84430,M,23,Young Adult,infrequent,biz,regular,155,0,98884431
84431,F,57,Upper Age,loyal,biz,premium,278,1,98884432
84433,M,41,Middle,loyal,biz,premium,155,3,98884434
84436,M,48,Upper Age,loyal,biz,premium,224,6,98884437
84437,M,27,Young Adult,loyal,biz,regular,120,116,98884438
84438,F,30,Middle,loyal,pers,premium,155,0,98884439
84440,M,52,Upper Age,loyal,biz,regular,305,14,98884441
84441,M,46,Upper Age,loyal,biz,premium,275,9,98884442
84442,M,32,Middle,loyal,biz,premium,464,0,98884443
84443,F,39,Middle,infrequent,biz,premium,225,15,98884444
84444,M,65,Elder,loyal,biz,premium,306,81,98884445
84445,F,46,Upper Age,loyal,biz,premium,226,1,98884446
84446,M,28,Young Adult,loyal,biz,regular,208,57,98884447
84451,F,40,Middle,loyal,biz,regular,174,0,98884452
84453,M,58,Upper Age,loyal,biz,regular,282,1,98884454
84455,M,42,Middle,loyal,pers,premium,142,52,98884456
84458,M,60,Elder,loyal,biz,premium,116,25,98884459
84459,M,26,Young Adult,loyal,pers,premium,262,1,98884460
84464,F,33,Middle,loyal,biz,regular,221,0,98884465
84466,F,40,Middle,infrequent,biz,regular,141,0,98884467
84467,M,22,Young Adult,infrequent,biz,regular,184,58,98884468
84468,F,40,Middle,infrequent,biz,premium,186,0,98884469
84470,F,20,Young Adult,loyal,biz,premium,204,18,98884471
84475,M,18,Young Adult,infrequent,biz,premium,260,0,98884476
84477,M,25,Young Adult,infrequent,biz,regular,236,17,98884478
84478,M,47,Upper Age,loyal,biz,premium,185,55,98884479
84479,F,55,Upper Age,loyal,biz,regular,366,0,98884480
84480,M,22,Young Adult,loyal,biz,premium,535,72,98884481
84481,M,41,Middle,loyal,biz,regular,246,3,98884482
84482,M,45,Middle,loyal,biz,premium,253,32,98884483
84483,M,41,Middle,loyal,biz,premium,197,7,98884484
84488,M,47,Upper Age,loyal,pers,regular,230,73,98884489
84490,F,18,Young Adult,loyal,pers,regular,196,36,98884491
84491,F,34,Middle,loyal,pers,premium,372,0,98884492
84494,M,32,Middle,loyal,biz,premium,154,139,98884495
84496,F,52,Upper Age,loyal,biz,regular,140,116,98884497
84500,F,56,Upper Age,loyal,biz,regular,161,3,98884501
84501,M,28,Young Adult,loyal,pers,premium,158,15,98884502
84503,M,40,Middle,loyal,pers,premium,281,0,98884504
84504,F,40,Middle,loyal,biz,regular,282,7,98884505
84506,M,31,Middle,loyal,biz,regular,418,14,98884507
84507,M,67,Elder,loyal,pers,regular,295,21,98884508
84510,F,29,Young Adult,infrequent,biz,regular,248,0,98884511
84511,F,45,Middle,loyal,biz,premium,93,0,98884512
84514,M,39,Middle,infrequent,biz,premium,127,10,98884515
84518,M,51,Upper Age,loyal,pers,premium,157,0,98884519
84519,F,53,Upper Age,loyal,biz,regular,142,140,98884520
84522,M,56,Upper Age,loyal,biz,regular,382,0,98884523
84523,F,35,Middle,loyal,biz,regular,102,11,98884524
84526,F,33,Middle,loyal,biz,premium,91,47,98884527
84529,F,59,Upper Age,loyal,biz,regular,306,31,98884530
84530,F,18,Young Adult,loyal,pers,regular,111,164,98884531
84531,M,59,Upper Age,loyal,biz,regular,270,0,98884532
84532,M,33,Middle,infrequent,biz,premium,121,0,98884533
84535,F,32,Middle,loyal,pers,regular,235,5,98884536
84536,M,19,Young Adult,loyal,pers,regular,179,20,98884537
84538,F,27,Young Adult,infrequent,biz,premium,133,11,98884539
84545,M,46,Upper Age,infrequent,biz,regular,273,31,98884546
84546,F,27,Young Adult,loyal,pers,regular,210,0,98884547
84552,M,21,Young Adult,loyal,pers,regular,228,20,98884553
84553,F,39,Middle,loyal,biz,regular,259,36,98884554
84554,M,42,Middle,loyal,biz,premium,343,0,98884555
84555,F,41,Middle,loyal,biz,regular,193,0,98884556
84556,F,56,Upper Age,loyal,biz,regular,345,0,98884557
84560,M,44,Middle,loyal,biz,premium,357,14,98884561
84561,F,24,Young Adult,loyal,biz,regular,320,178,98884562
84564,F,28,Young Adult,infrequent,biz,regular,186,9,98884565
84568,M,41,Middle,loyal,biz,regular,343,0,98884569
84569,F,24,Young Adult,loyal,pers,regular,181,113,98884570
84570,M,39,Middle,loyal,biz,regular,62,0,98884571
84577,F,24,Young Adult,loyal,biz,regular,338,40,98884578
84579,F,45,Middle,loyal,pers,premium,120,0,98884580
84581,F,33,Middle,loyal,pers,regular,134,0,98884582
84582,M,46,Upper Age,loyal,biz,regular,345,0,98884583
84585,F,65,Elder,loyal,pers,premium,79,59,98884586
84587,M,23,Young Adult,infrequent,biz,regular,196,44,98884588
84593,M,37,Middle,infrequent,biz,premium,140,7,98884594
84594,F,47,Upper Age,loyal,pers,premium,77,18,98884595
84597,M,25,Young Adult,loyal,biz,regular,222,0,98884598
84605,F,21,Young Adult,loyal,pers,premium,278,190,98884606
84608,F,23,Young Adult,infrequent,biz,premium,195,0,98884609
84609,M,43,Middle,infrequent,biz,premium,342,0,98884610
84611,M,49,Upper Age,loyal,pers,premium,135,13,98884612
84612,M,44,Middle,loyal,pers,premium,108,0,98884613
84615,F,22,Young Adult,loyal,pers,premium,161,0,98884616
84619,F,26,Young Adult,loyal,biz,regular,112,0,98884620
84620,F,27,Young Adult,loyal,biz,premium,199,6,98884621
84623,F,45,Middle,loyal,biz,premium,73,4,98884624
84626,M,27,Young Adult,loyal,biz,regular,219,0,98884627
84627,F,24,Young Adult,infrequent,biz,regular,205,0,98884628
84629,M,37,Middle,loyal,biz,regular,149,0,98884630
84631,M,72,Elder,infrequent,biz,regular,203,0,98884632
84632,F,35,Middle,infrequent,biz,premium,254,4,98884633
84635,M,51,Upper Age,loyal,biz,regular,221,6,98884636
84636,M,19,Young Adult,loyal,pers,regular,116,68,98884637
84638,M,48,Upper Age,loyal,biz,premium,199,3,98884639
84639,M,27,Young Adult,infrequent,biz,premium,163,0,98884640
84641,M,40,Middle,loyal,pers,regular,213,0,98884642
84643,M,27,Young Adult,loyal,pers,regular,220,9,98884644
84647,F,39,Middle,loyal,biz,regular,110,0,98884648
84651,F,70,Elder,loyal,pers,regular,60,0,98884652
84652,M,46,Upper Age,infrequent,biz,regular,395,0,98884653
84653,M,52,Upper Age,loyal,pers,premium,378,86,98884654
84654,M,36,Middle,loyal,biz,regular,58,0,98884655
84655,M,52,Upper Age,loyal,pers,regular,163,140,98884656
84656,F,47,Upper Age,loyal,biz,premium,206,5,98884657
84657,M,37,Middle,loyal,biz,regular,64,0,98884658
84662,F,53,Upper Age,loyal,biz,premium,227,4,98884663
84663,F,32,Middle,loyal,biz,regular,321,6,98884664
84664,F,25,Young Adult,infrequent,biz,regular,205,9,98884665
84665,M,50,Upper Age,loyal,biz,premium,74,17,98884666
84668,F,19,Young Adult,infrequent,biz,premium,225,0,98884669
84669,M,41,Middle,loyal,biz,regular,58,9,98884670
84670,M,68,Elder,loyal,pers,premium,215,41,98884671
84672,M,40,Middle,loyal,biz,premium,251,4,98884673
84674,M,44,Middle,loyal,biz,premium,158,2,98884675
84676,M,52,Upper Age,loyal,biz,regular,161,0,98884677
84680,M,34,Middle,loyal,biz,regular,387,6,98884681
84682,M,29,Young Adult,loyal,biz,regular,298,88,98884683
84683,F,41,Middle,infrequent,biz,premium,323,0,98884684
84684,F,20,Young Adult,infrequent,biz,premium,215,15,98884685
84685,M,64,Elder,loyal,pers,premium,182,49,98884686
84686,F,33,Middle,loyal,pers,premium,144,0,98884687
84687,M,42,Middle,loyal,biz,regular,209,0,98884688
84689,M,37,Middle,loyal,biz,premium,150,26,98884690
84690,F,28,Young Adult,infrequent,biz,regular,259,1,98884691
84693,F,37,Middle,loyal,biz,regular,162,0,98884694
84694,F,50,Upper Age,loyal,pers,regular,148,21,98884695
84696,F,42,Middle,loyal,biz,premium,243,0,98884697
84698,M,66,Elder,loyal,pers,premium,151,38,98884699
84700,M,41,Middle,loyal,biz,premium,392,0,98884701
84703,F,25,Young Adult,infrequent,biz,regular,117,0,98884704
84705,M,58,Upper Age,loyal,biz,premium,221,1,98884706
84711,M,54,Upper Age,loyal,biz,premium,384,14,98884712
84714,F,25,Young Adult,infrequent,biz,premium,171,98,98884715
84716,F,33,Middle,infrequent,biz,regular,197,0,98884717
84719,M,66,Elder,loyal,pers,regular,330,0,98884720
84720,F,20,Young Adult,infrequent,biz,premium,418,0,98884721
84721,F,26,Young Adult,loyal,biz,premium,521,13,98884722
84726,F,36,Middle,loyal,biz,premium,163,13,98884727
84728,M,30,Middle,loyal,biz,premium,370,14,98884729
84731,M,44,Middle,loyal,biz,regular,146,0,98884732
84732,M,69,Elder,loyal,pers,regular,225,0,98884733
84736,F,40,Middle,infrequent,biz,regular,184,1,98884737
84742,F,39,Middle,loyal,biz,premium,378,0,98884743
84744,F,39,Middle,loyal,biz,regular,226,0,98884745
84745,F,59,Upper Age,loyal,pers,premium,98,8,98884746
84747,M,25,Young Adult,infrequent,biz,regular,182,110,98884748
84748,F,26,Young Adult,infrequent,biz,premium,104,26,98884749
84750,M,38,Middle,infrequent,biz,premium,231,42,98884751
84751,M,21,Young Adult,infrequent,biz,premium,177,2,98884752
84752,M,38,Middle,loyal,biz,premium,140,3,98884753
84753,F,43,Middle,loyal,biz,premium,339,0,98884754
84756,F,49,Upper Age,infrequent,biz,premium,174,0,98884757
84757,F,69,Elder,loyal,pers,regular,65,13,98884758
84759,M,51,Upper Age,loyal,biz,regular,320,2,98884760
84760,F,31,Middle,loyal,biz,premium,145,15,98884761
84761,M,66,Elder,loyal,pers,premium,190,26,98884762
84762,F,52,Upper Age,loyal,biz,premium,229,0,98884763
84763,M,69,Elder,loyal,pers,premium,194,2,98884764
84764,M,34,Middle,loyal,biz,premium,237,108,98884765
84765,F,51,Upper Age,loyal,biz,regular,115,12,98884766
84768,F,29,Young Adult,infrequent,biz,regular,212,0,98884769
84769,F,57,Upper Age,loyal,biz,regular,85,0,98884770
84772,F,43,Middle,loyal,pers,premium,74,6,98884773
84773,F,24,Young Adult,infrequent,biz,regular,210,14,98884774
84774,F,46,Upper Age,loyal,biz,regular,253,0,98884775
84775,F,43,Middle,loyal,biz,premium,135,68,98884776
84778,M,34,Middle,loyal,pers,regular,190,0,98884779
84779,F,53,Upper Age,loyal,biz,premium,298,0,98884780
84780,M,36,Middle,loyal,pers,premium,284,13,98884781
84781,M,45,Middle,loyal,biz,premium,204,2,98884782
84785,F,36,Middle,loyal,pers,premium,387,43,98884786
84786,F,33,Middle,infrequent,biz,premium,223,15,98884787
84790,M,22,Young Adult,infrequent,biz,regular,211,3,98884791
84791,M,44,Middle,loyal,biz,regular,319,241,98884792
84792,M,28,Young Adult,loyal,biz,regular,498,100,98884793
84795,M,51,Upper Age,loyal,pers,regular,166,0,98884796
84799,F,30,Middle,infrequent,biz,regular,216,0,98884800
84801,M,23,Young Adult,infrequent,biz,regular,153,0,98884802
84803,M,30,Middle,loyal,pers,premium,378,0,98884804
84804,M,42,Middle,loyal,biz,regular,230,0,98884805
84809,F,58,Upper Age,loyal,biz,premium,350,18,98884810
84810,M,41,Middle,loyal,biz,regular,313,0,98884811
84811,M,31,Middle,loyal,biz,premium,305,0,98884812
84816,F,29,Young Adult,loyal,biz,regular,456,12,98884817
84818,M,26,Young Adult,loyal,biz,regular,408,140,98884819
84821,F,21,Young Adult,loyal,biz,premium,338,219,98884822
