,Satisfied,Seat_Comfort,Catering,Online_Support,Cleanliness,Catering,Onboard_Service,num_sat
69898,yes,Good,Good,Good,Poor,Good,Acceptable,1
69899,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
69902,yes,Poor,Poor,Good,Good,Poor,Good,1
69903,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Good,0
69905,no,Poor,Good,Good,Poor,Good,Poor,0
69908,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
69909,no,Acceptable,Poor,Poor,Acceptable,Poor,Acceptable,0
69912,no,Acceptable,Poor,Good,Good,Poor,Good,0
69913,no,Poor,Poor,Good,Good,Poor,Good,0
69920,yes,Good,Good,Good,Good,Good,Good,1
69921,yes,Poor,Poor,Good,Good,Poor,Good,1
69924,yes,Poor,Poor,Good,Good,Poor,Good,1
69926,yes,Good,Poor,Good,Good,Poor,Good,1
69934,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Acceptable,0
69935,yes,Good,Acceptable,Good,Poor,Acceptable,Poor,1
69938,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
69942,yes,Good,Good,Good,Good,Good,Good,1
69943,no,Poor,Poor,Good,Good,Poor,Acceptable,0
69947,yes,Poor,Poor,Poor,Poor,Poor,Good,1
69948,yes,Good,Good,Poor,Good,Good,Good,1
69949,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
69950,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
69951,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
69958,yes,Good,Good,Good,Good,Good,Good,1
69959,yes,Poor,Good,Good,Good,Good,Good,1
69961,no,Good,Good,Acceptable,Acceptable,Good,Acceptable,0
69964,no,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
69967,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
69968,yes,Good,Good,Acceptable,Good,Good,Good,1
69973,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
69974,yes,Good,Good,Poor,Good,Good,Good,1
69977,yes,Good,Good,Good,Good,Good,Good,1
69978,yes,Poor,Poor,Good,Good,Poor,Good,1
69979,yes,Good,Good,Good,Good,Good,Good,1
69982,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,1
69983,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
69985,yes,Poor,Poor,Poor,Good,Poor,Good,1
69986,yes,Poor,Poor,Good,Good,Poor,Good,1
69988,yes,Good,Good,Good,Good,Good,Good,1
69989,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
69993,no,Acceptable,Poor,Acceptable,Good,Poor,Acceptable,0
69994,yes,Good,Poor,Good,Good,Poor,Good,1
69999,yes,Good,Good,Poor,Good,Good,Good,1
70000,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
70001,no,Poor,Good,Acceptable,Poor,Good,Poor,0
70002,yes,Poor,Poor,Acceptable,Acceptable,Poor,Acceptable,1
70005,yes,Good,Good,Poor,Good,Good,Good,1
70006,no,Good,Good,Good,Good,Good,Good,0
70007,no,Poor,Good,Acceptable,Poor,Good,Poor,0
70008,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70010,no,Acceptable,Acceptable,Poor,Good,Acceptable,Poor,0
70012,yes,Good,Good,Good,Good,Good,Good,1
70015,yes,Good,Good,Good,Good,Good,Good,1
70016,yes,Poor,Good,Good,Good,Good,Good,1
70019,no,Poor,Good,Acceptable,Poor,Good,Poor,0
70020,yes,Good,Good,Good,Good,Good,Acceptable,1
70021,no,Poor,Poor,Poor,Good,Poor,Poor,0
70022,yes,Poor,Poor,Good,Poor,Poor,Good,1
70023,yes,Poor,Poor,Good,Good,Poor,Good,1
70024,no,Good,Acceptable,Good,Poor,Acceptable,Acceptable,0
70025,no,Poor,Poor,Poor,Good,Poor,Good,0
70026,yes,Good,Good,Good,Good,Good,Good,1
70027,yes,Good,Good,Good,Good,Good,Good,1
70028,yes,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,1
70030,no,Poor,Poor,Poor,Poor,Poor,Poor,0
70035,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
70036,yes,Good,Good,Poor,Good,Good,Good,1
70037,no,Poor,Poor,Good,Good,Poor,Good,0
70039,yes,Good,Good,Good,Good,Good,Good,1
70040,yes,Good,Good,Poor,Good,Good,Good,1
70043,yes,Good,Good,Poor,Good,Good,Good,1
70049,no,Good,Good,Good,Good,Good,Good,0
70051,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
70054,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Poor,0
70055,yes,Good,Good,Good,Good,Good,Good,1
70057,yes,Good,Good,Good,Good,Good,Good,1
70059,no,Poor,Poor,Good,Good,Poor,Acceptable,0
70064,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
70065,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
70069,no,Poor,Poor,Good,Good,Poor,Poor,0
70072,yes,Good,Poor,Good,Poor,Poor,Poor,1
70074,no,Poor,Poor,Good,Poor,Poor,Poor,0
70075,no,Good,Good,Poor,Good,Good,Good,0
70076,yes,Good,Good,Good,Poor,Good,Good,1
70077,yes,Good,Good,Good,Good,Good,Good,1
70079,yes,Good,Good,Good,Acceptable,Good,Good,1
70080,no,Poor,Poor,Good,Good,Poor,Acceptable,0
70083,yes,Good,Good,Good,Poor,Good,Acceptable,1
70085,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
70086,yes,Good,Good,Good,Poor,Good,Acceptable,1
70088,yes,Good,Good,Poor,Poor,Good,Acceptable,1
70093,no,Acceptable,Good,Acceptable,Poor,Good,Good,0
70095,yes,Good,Good,Acceptable,Good,Good,Good,1
70096,yes,Good,Good,Good,Good,Good,Poor,1
70098,yes,Poor,Poor,Good,Poor,Poor,Poor,1
70100,yes,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,1
70101,no,Good,Good,Good,Acceptable,Good,Acceptable,0
70102,yes,Poor,Poor,Good,Good,Poor,Good,1
70105,yes,Good,Good,Good,Good,Good,Good,1
70106,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
70107,yes,Good,Poor,Poor,Poor,Poor,Good,1
70113,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70114,yes,Good,Good,Good,Good,Good,Good,1
70116,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70117,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
70119,yes,Poor,Poor,Good,Good,Poor,Good,1
70120,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70121,yes,Good,Good,Good,Good,Good,Good,1
70122,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Good,0
70124,yes,Good,Good,Good,Good,Good,Good,1
70129,no,Poor,Good,Good,Poor,Good,Poor,0
70130,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70131,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
70132,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
70136,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
70138,no,Good,Good,Poor,Acceptable,Good,Poor,0
70141,yes,Good,Poor,Good,Poor,Poor,Good,1
70142,yes,Poor,Poor,Good,Good,Poor,Good,1
70143,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70144,yes,Good,Poor,Good,Good,Poor,Good,1
70145,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70151,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70153,yes,Good,Poor,Good,Good,Poor,Good,1
70155,yes,Poor,Poor,Good,Good,Poor,Good,1
70156,no,Poor,Good,Acceptable,Poor,Good,Poor,0
70158,no,Poor,Good,Poor,Acceptable,Good,Poor,0
70159,no,Good,Acceptable,Acceptable,Good,Acceptable,Good,0
70162,no,Poor,Poor,Acceptable,Good,Poor,Good,0
70164,no,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,0
70165,yes,Good,Poor,Good,Good,Poor,Poor,1
70168,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
70172,no,Acceptable,Good,Poor,Good,Good,Acceptable,0
70174,no,Poor,Poor,Good,Good,Poor,Poor,0
70181,yes,Poor,Poor,Good,Good,Poor,Good,1
70187,yes,Good,Good,Good,Poor,Good,Poor,1
70188,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
70189,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Good,1
70190,no,Poor,Acceptable,Poor,Good,Acceptable,Good,0
70191,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70192,no,Poor,Good,Good,Poor,Good,Poor,0
70193,no,Poor,Poor,Good,Good,Poor,Acceptable,0
70194,yes,Good,Good,Good,Good,Good,Good,1
70196,yes,Poor,Poor,Good,Good,Poor,Good,1
70202,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
70204,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
70206,no,Poor,Poor,Poor,Poor,Poor,Good,0
70207,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
70209,yes,Good,Good,Good,Good,Good,Good,1
70210,yes,Good,Good,Good,Good,Good,Good,1
70214,yes,Good,Poor,Good,Good,Poor,Good,1
70217,no,Good,Good,Poor,Good,Good,Good,0
70218,yes,Good,Good,Poor,Good,Good,Good,1
70219,no,Good,Good,Good,Good,Good,Poor,0
70223,no,Poor,Good,Acceptable,Poor,Good,Poor,0
70228,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70230,no,Good,Good,Good,Good,Good,Good,0
70232,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
70234,yes,Poor,Poor,Good,Poor,Poor,Poor,1
70235,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
70236,no,Poor,Good,Acceptable,Poor,Good,Poor,0
70237,yes,Poor,Poor,Good,Good,Poor,Good,1
70238,yes,Good,Good,Good,Poor,Good,Good,1
70239,yes,Good,Poor,Good,Poor,Poor,Good,1
70241,yes,Good,Poor,Good,Good,Poor,Good,1
70242,no,Acceptable,Poor,Poor,Good,Poor,Good,0
70244,yes,Good,Good,Poor,Good,Good,Good,1
70246,yes,Poor,Poor,Good,Good,Poor,Good,1
70249,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
70258,yes,Good,Good,Poor,Good,Good,Good,1
70259,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
70265,no,Good,Poor,Acceptable,Acceptable,Poor,Acceptable,0
70267,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
70269,yes,Poor,Poor,Good,Good,Poor,Good,1
70272,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
70273,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70276,no,Poor,Poor,Poor,Good,Poor,Good,0
70279,yes,Poor,Poor,Good,Good,Poor,Good,1
70284,yes,Poor,Poor,Good,Good,Poor,Good,1
70286,yes,Good,Good,Acceptable,Good,Good,Good,1
70289,yes,Poor,Good,Good,Good,Good,Good,1
70291,no,Good,Poor,Acceptable,Good,Poor,Good,0
70292,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
70293,yes,Good,Good,Acceptable,Poor,Good,Acceptable,1
70294,yes,Good,Good,Poor,Acceptable,Good,Poor,1
70296,no,Good,Good,Poor,Good,Good,Good,0
70297,no,Poor,Acceptable,Poor,Poor,Acceptable,Poor,0
70299,yes,Good,Good,Good,Good,Good,Good,1
70302,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
70305,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
70306,yes,Good,Good,Good,Good,Good,Good,1
70307,no,Poor,Poor,Good,Good,Poor,Poor,0
70308,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70309,no,Poor,Good,Good,Poor,Good,Poor,0
70310,no,Acceptable,Good,Acceptable,Acceptable,Good,Poor,0
70312,yes,Good,Good,Poor,Good,Good,Acceptable,1
70313,yes,Good,Good,Poor,Good,Good,Good,1
70317,yes,Good,Good,Good,Good,Good,Good,1
70318,yes,Good,Good,Poor,Acceptable,Good,Good,1
70319,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
70321,yes,Poor,Poor,Good,Good,Poor,Good,1
70329,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
70333,no,Acceptable,Poor,Acceptable,Good,Poor,Acceptable,0
70336,yes,Poor,Poor,Acceptable,Acceptable,Poor,Acceptable,1
70337,yes,Poor,Poor,Good,Good,Poor,Good,1
70338,yes,Good,Acceptable,Poor,Good,Acceptable,Good,1
70339,yes,Good,Good,Good,Good,Good,Good,1
70341,yes,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,1
70342,yes,Poor,Poor,Good,Good,Poor,Good,1
70344,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Poor,0
70347,yes,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor,1
70349,yes,Good,Good,Acceptable,Good,Good,Acceptable,1
70350,yes,Good,Good,Good,Good,Good,Acceptable,1
70352,yes,Good,Acceptable,Good,Poor,Acceptable,Poor,1
70353,yes,Good,Good,Good,Good,Good,Good,1
70356,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
70357,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
70359,yes,Poor,Poor,Good,Good,Poor,Good,1
70363,no,Poor,Poor,Poor,Good,Poor,Good,0
70367,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70372,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70374,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70376,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
70378,yes,Good,Good,Good,Good,Good,Good,1
70379,yes,Good,Good,Good,Good,Good,Good,1
70380,no,Good,Good,Good,Acceptable,Good,Poor,0
70381,yes,Good,Good,Good,Good,Good,Good,1
70383,yes,Good,Good,Poor,Good,Good,Good,1
70385,no,Good,Good,Poor,Good,Good,Acceptable,0
70386,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
70387,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Good,0
70388,no,Good,Poor,Acceptable,Poor,Poor,Good,0
70391,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
70394,no,Poor,Poor,Acceptable,Good,Poor,Good,0
70397,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,0
70400,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
70402,yes,Poor,Poor,Good,Poor,Poor,Poor,1
70403,yes,Poor,Poor,Good,Good,Poor,Good,1
70405,no,Poor,Acceptable,Poor,Poor,Acceptable,Poor,0
70407,yes,Good,Good,Good,Good,Good,Good,1
70408,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
70409,yes,Good,Good,Good,Good,Good,Good,1
70411,yes,Good,Good,Good,Good,Good,Good,1
70415,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70419,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
70420,yes,Good,Good,Acceptable,Poor,Good,Good,1
70421,yes,Good,Poor,Poor,Good,Poor,Good,1
70424,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
70429,no,Poor,Poor,Good,Poor,Poor,Poor,0
70434,yes,Good,Good,Good,Good,Good,Good,1
70439,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
70440,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good,0
70442,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
70443,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
70446,yes,Good,Good,Good,Good,Good,Good,1
70448,no,Acceptable,Acceptable,Good,Good,Acceptable,Poor,0
70450,yes,Good,Good,Good,Good,Good,Good,1
70451,no,Good,Good,Good,Good,Good,Poor,0
70457,yes,Good,Good,Good,Poor,Good,Poor,1
70458,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
70462,yes,Good,Poor,Good,Good,Poor,Poor,1
70463,no,Poor,Poor,Poor,Acceptable,Poor,Good,0
70464,yes,Poor,Poor,Good,Good,Poor,Good,1
70468,yes,Good,Good,Poor,Good,Good,Acceptable,1
70469,no,Good,Good,Acceptable,Good,Good,Good,0
70470,yes,Poor,Poor,Acceptable,Good,Poor,Good,1
70472,yes,Good,Good,Good,Acceptable,Good,Good,1
70474,no,Poor,Poor,Poor,Good,Poor,Good,0
70476,no,Good,Good,Good,Good,Good,Poor,0
70479,no,Good,Good,Acceptable,Good,Good,Acceptable,0
70480,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
70482,no,Poor,Good,Poor,Good,Good,Poor,0
70485,yes,Poor,Poor,Poor,Good,Poor,Good,1
70486,yes,Poor,Poor,Good,Good,Poor,Good,1
70489,yes,Poor,Poor,Poor,Good,Poor,Good,1
70491,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
70500,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70502,yes,Poor,Poor,Good,Good,Poor,Good,1
70503,yes,Good,Poor,Good,Good,Poor,Good,1
70504,no,Poor,Acceptable,Poor,Good,Acceptable,Good,0
70505,yes,Good,Good,Good,Good,Good,Good,1
70507,yes,Good,Acceptable,Good,Poor,Acceptable,Good,1
70508,no,Poor,Poor,Good,Good,Poor,Acceptable,0
70511,no,Poor,Good,Poor,Good,Good,Good,0
70512,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
70513,no,Poor,Acceptable,Good,Good,Acceptable,Good,0
70514,no,Poor,Good,Good,Poor,Good,Poor,0
70515,no,Acceptable,Poor,Acceptable,Good,Poor,Poor,0
70518,yes,Poor,Good,Acceptable,Good,Good,Good,1
70519,yes,Good,Good,Good,Good,Good,Poor,1
70520,yes,Good,Good,Poor,Acceptable,Good,Good,1
70523,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70524,yes,Good,Good,Poor,Good,Good,Acceptable,1
70525,no,Poor,Poor,Good,Poor,Poor,Poor,0
70526,no,Good,Good,Good,Good,Good,Good,0
70528,no,Acceptable,Poor,Good,Poor,Poor,Poor,0
70530,yes,Good,Good,Good,Good,Good,Good,1
70531,yes,Poor,Poor,Good,Good,Poor,Good,1
70532,yes,Poor,Poor,Good,Good,Poor,Good,1
70533,yes,Good,Good,Good,Good,Good,Good,1
70538,yes,Good,Good,Good,Good,Good,Good,1
70540,yes,Good,Good,Acceptable,Good,Good,Good,1
70541,yes,Good,Good,Poor,Good,Good,Good,1
70542,yes,Good,Good,Good,Good,Good,Good,1
70543,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70546,yes,Good,Good,Good,Good,Good,Good,1
70548,yes,Good,Good,Good,Good,Good,Good,1
70549,no,Good,Good,Good,Good,Good,Acceptable,0
70552,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
70553,no,Poor,Poor,Poor,Good,Poor,Good,0
70555,yes,Good,Good,Good,Good,Good,Acceptable,1
70556,yes,Poor,Poor,Good,Good,Poor,Good,1
70557,yes,Poor,Poor,Poor,Good,Poor,Good,1
70559,no,Poor,Poor,Good,Poor,Poor,Poor,0
70563,yes,Good,Good,Good,Good,Good,Good,1
70565,yes,Poor,Poor,Good,Poor,Poor,Good,1
70566,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
70569,yes,Good,Good,Good,Good,Good,Good,1
70570,no,Good,Good,Good,Acceptable,Good,Acceptable,0
70571,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70573,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70575,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70576,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
70577,yes,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,1
70581,yes,Good,Good,Good,Good,Good,Good,1
70582,yes,Poor,Poor,Good,Good,Poor,Good,1
70587,no,Poor,Poor,Good,Good,Poor,Poor,0
70590,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
70592,no,Good,Good,Poor,Good,Good,Acceptable,0
70598,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
70600,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
70601,yes,Poor,Poor,Good,Good,Poor,Good,1
70604,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
70609,no,Poor,Poor,Acceptable,Good,Poor,Good,0
70610,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70612,yes,Good,Good,Good,Good,Good,Good,1
70614,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
70615,yes,Poor,Poor,Good,Good,Poor,Good,1
70616,yes,Good,Good,Acceptable,Good,Good,Good,1
70620,yes,Good,Good,Good,Good,Good,Good,1
70621,yes,Good,Good,Acceptable,Good,Good,Good,1
70622,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
70623,yes,Good,Good,Good,Poor,Good,Acceptable,1
70626,yes,Good,Good,Good,Good,Good,Good,1
70628,yes,Poor,Poor,Poor,Good,Poor,Good,1
70630,yes,Good,Good,Good,Poor,Good,Poor,1
70631,yes,Good,Good,Good,Good,Good,Acceptable,1
70632,yes,Poor,Poor,Good,Good,Poor,Good,1
70634,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Poor,0
70638,yes,Acceptable,Poor,Good,Good,Poor,Good,1
70639,yes,Good,Good,Good,Good,Good,Good,1
70641,no,Poor,Poor,Good,Poor,Poor,Poor,0
70642,yes,Good,Good,Good,Good,Good,Good,1
70643,no,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Poor,0
70648,no,Good,Good,Acceptable,Poor,Good,Good,0
70650,yes,Good,Good,Acceptable,Good,Good,Good,1
70652,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
70654,no,Acceptable,Good,Acceptable,Poor,Good,Good,0
70655,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70657,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70659,yes,Good,Acceptable,Poor,Good,Acceptable,Good,1
70660,no,Poor,Good,Good,Poor,Good,Poor,0
70663,no,Poor,Poor,Good,Good,Poor,Acceptable,0
70664,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
70668,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
70669,yes,Good,Good,Good,Good,Good,Good,1
70671,no,Good,Good,Good,Acceptable,Good,Acceptable,0
70674,yes,Poor,Poor,Good,Good,Poor,Good,1
70675,yes,Poor,Poor,Poor,Good,Poor,Acceptable,1
70677,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
70678,no,Poor,Good,Poor,Poor,Good,Poor,0
70679,yes,Good,Good,Good,Good,Good,Good,1
70680,no,Good,Good,Good,Acceptable,Good,Acceptable,0
70688,yes,Poor,Poor,Poor,Poor,Poor,Acceptable,1
70689,no,Acceptable,Good,Poor,Acceptable,Good,Acceptable,0
70691,yes,Poor,Poor,Good,Good,Poor,Good,1
70692,no,Good,Good,Poor,Good,Good,Good,0
70693,yes,Poor,Poor,Poor,Good,Poor,Good,1
70695,yes,Good,Good,Good,Poor,Good,Poor,1
70696,yes,Good,Good,Good,Good,Good,Good,1
70697,yes,Acceptable,Good,Good,Good,Good,Good,1
70698,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
70699,yes,Poor,Poor,Good,Good,Poor,Good,1
70700,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
70701,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
70703,yes,Poor,Poor,Good,Good,Poor,Good,1
70704,yes,Poor,Poor,Good,Good,Poor,Good,1
70706,no,Poor,Poor,Poor,Good,Poor,Good,0
70707,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
70713,no,Poor,Poor,Acceptable,Good,Poor,Good,0
70715,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
70716,no,Good,Good,Poor,Good,Good,Good,0
70718,no,Poor,Good,Poor,Good,Good,Acceptable,0
70721,yes,Poor,Poor,Good,Good,Poor,Good,1
70722,no,Poor,Poor,Good,Good,Poor,Good,0
70724,no,Acceptable,Poor,Acceptable,Poor,Poor,Poor,0
70729,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
70731,yes,Poor,Poor,Good,Good,Poor,Good,1
70732,no,Poor,Good,Good,Poor,Good,Poor,0
70733,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70734,no,Poor,Good,Poor,Acceptable,Good,Poor,0
70736,yes,Poor,Poor,Good,Good,Poor,Good,1
70737,yes,Good,Good,Good,Good,Good,Good,1
70739,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
70740,yes,Acceptable,Good,Poor,Acceptable,Good,Acceptable,1
70741,no,Acceptable,Good,Poor,Good,Good,Acceptable,0
70742,yes,Good,Good,Good,Good,Good,Good,1
70744,yes,Good,Good,Good,Good,Good,Good,1
70745,no,Poor,Acceptable,Poor,Good,Acceptable,Poor,0
70748,yes,Poor,Poor,Good,Poor,Poor,Good,1
70751,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70756,no,Poor,Good,Poor,Acceptable,Good,Acceptable,0
70761,no,Poor,Good,Poor,Poor,Good,Poor,0
70762,yes,Good,Poor,Good,Poor,Poor,Poor,1
70763,no,Poor,Poor,Good,Good,Poor,Good,0
70764,yes,Poor,Poor,Good,Good,Poor,Good,1
70767,yes,Good,Poor,Good,Acceptable,Poor,Good,1
70769,no,Poor,Acceptable,Good,Good,Acceptable,Good,0
70770,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
70772,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
70773,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Good,0
70775,yes,Good,Good,Good,Good,Good,Good,1
70776,yes,Poor,Poor,Good,Good,Poor,Good,1
70779,no,Acceptable,Poor,Acceptable,Good,Poor,Poor,0
70780,no,Poor,Poor,Acceptable,Good,Poor,Poor,0
70782,yes,Good,Good,Poor,Good,Good,Good,1
70783,no,Acceptable,Good,Acceptable,Good,Good,Poor,0
70784,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
70786,yes,Poor,Poor,Acceptable,Good,Poor,Good,1
70788,no,Acceptable,Poor,Acceptable,Good,Poor,Acceptable,0
70789,yes,Poor,Poor,Good,Good,Poor,Good,1
70793,yes,Good,Acceptable,Good,Poor,Acceptable,Acceptable,1
70796,yes,Good,Good,Good,Poor,Good,Poor,1
70797,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
70800,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
70801,yes,Poor,Poor,Good,Good,Poor,Good,1
70802,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
70805,yes,Poor,Poor,Good,Good,Poor,Good,1
70811,no,Poor,Good,Poor,Good,Good,Poor,0
70812,no,Acceptable,Good,Good,Acceptable,Good,Poor,0
70813,no,Poor,Poor,Good,Poor,Poor,Poor,0
70815,yes,Poor,Poor,Good,Poor,Poor,Poor,1
70818,yes,Good,Good,Good,Good,Good,Good,1
70820,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
70821,yes,Good,Poor,Good,Good,Poor,Acceptable,1
70822,no,Poor,Good,Poor,Good,Good,Poor,0
70823,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
70824,no,Poor,Acceptable,Acceptable,Poor,Acceptable,Poor,0
70828,yes,Good,Good,Good,Good,Good,Good,1
70830,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
70833,yes,Poor,Good,Good,Good,Good,Good,1
